id,machine_failure,probability
157420,0,0.0011
157421,0,0.002
157422,0,0.0062
157423,0,0.002
157424,0,0.0032
157425,1,0.9963
157426,0,0.0014
157427,0,0.0018
157428,0,0.0029
157429,0,0.0011
157430,0,0.0021
157431,0,0.0016
157432,0,0.0037
157433,0,0.0039
157434,0,0.0024
157435,0,0.0006
157436,0,0.0024
157437,0,0.0016
157438,0,0.0137
157439,0,0.0025
157440,0,0.0008
157441,0,0.0015
157442,0,0.0019
157443,0,0.0083
157444,0,0.0029
157445,0,0.003
157446,0,0.0072
157447,0,0.0108
157448,0,0.0017
157449,0,0.0039
157450,0,0.0014
157451,0,0.003
157452,0,0.0093
157453,0,0.0012
157454,0,0.0035
157455,0,0.0023
157456,0,0.0044
157457,0,0.0035
157458,0,0.0039
157459,0,0.0131
157460,0,0.0034
157461,0,0.0009
157462,0,0.0031
157463,0,0.0009
157464,0,0.001
157465,0,0.002
157466,0,0.0028
157467,0,0.0019
157468,0,0.0031
157469,0,0.0043
157470,0,0.0026
157471,0,0.0017
157472,0,0.0044
157473,0,0.0008
157474,0,0.0102
157475,0,0.0025
157476,0,0.0012
157477,0,0.0006
157478,0,0.0014
157479,0,0.0038
157480,0,0.0086
157481,0,0.0033
157482,0,0.0024
157483,0,0.0008
157484,0,0.0024
157485,0,0.0036
157486,0,0.0015
157487,0,0.0011
157488,0,0.0005
157489,0,0.0103
157490,0,0.0013
157491,0,0.0015
157492,0,0.0027
157493,0,0.001
157494,0,0.0018
157495,0,0.0037
157496,0,0.0007
157497,0,0.0014
157498,0,0.0012
157499,0,0.0011
157500,0,0.0058
157501,0,0.0022
157502,0,0.0015
157503,0,0.0015
157504,0,0.0017
157505,0,0.0016
157506,0,0.0031
157507,0,0.0012
157508,0,0.0036
157509,0,0.0029
157510,0,0.0031
157511,0,0.0022
157512,0,0.0021
157513,0,0.0012
157514,0,0.0029
157515,0,0.0025
157516,0,0.0163
157517,0,0.0021
157518,0,0.0029
157519,0,0.0009
157520,0,0.0009
157521,0,0.0025
157522,0,0.0046
157523,0,0.0011
157524,0,0.0029
157525,0,0.002
157526,0,0.001
157527,0,0.0011
157528,0,0.0046
157529,0,0.0007
157530,0,0.0063
157531,0,0.0087
157532,0,0.0041
157533,0,0.0062
157534,0,0.0085
157535,0,0.0015
157536,0,0.0029
157537,0,0.0039
157538,0,0.0025
157539,0,0.0056
157540,0,0.0019
157541,0,0.0018
157542,0,0.0018
157543,0,0.0009
157544,0,0.0117
157545,0,0.0018
157546,0,0.0041
157547,0,0.0138
157548,0,0.0063
157549,0,0.001
157550,0,0.0032
157551,0,0.0025
157552,0,0.0041
157553,0,0.0018
157554,1,0.9973
157555,0,0.0033
157556,0,0.0016
157557,0,0.0049
157558,0,0.0058
157559,0,0.0106
157560,0,0.0012
157561,0,0.0036
157562,0,0.0009
157563,0,0.0035
157564,0,0.0029
157565,0,0.0361
157566,0,0.0023
157567,0,0.0046
157568,0,0.0026
157569,0,0.0014
157570,0,0.0009
157571,0,0.0012
157572,0,0.0013
157573,0,0.0099
157574,0,0.0105
157575,0,0.0029
157576,0,0.002
157577,0,0.0044
157578,0,0.0013
157579,0,0.0171
157580,0,0.0033
157581,0,0.0015
157582,0,0.0077
157583,0,0.002
157584,0,0.0024
157585,0,0.0017
157586,0,0.0022
157587,0,0.002
157588,0,0.0008
157589,0,0.0059
157590,0,0.0013
157591,0,0.001
157592,0,0.0032
157593,1,0.9754
157594,0,0.0195
157595,0,0.0039
157596,0,0.0033
157597,0,0.0013
157598,0,0.0066
157599,0,0.0036
157600,0,0.005
157601,0,0.0007
157602,0,0.0054
157603,0,0.002
157604,0,0.007
157605,0,0.0006
157606,0,0.0046
157607,0,0.0017
157608,0,0.0032
157609,0,0.0049
157610,0,0.0024
157611,0,0.0008
157612,0,0.0018
157613,0,0.0007
157614,0,0.0061
157615,0,0.0099
157616,0,0.0056
157617,0,0.005
157618,0,0.0007
157619,0,0.0009
157620,0,0.0024
157621,0,0.0007
157622,0,0.0013
157623,0,0.0006
157624,0,0.001
157625,0,0.0012
157626,0,0.0029
157627,0,0.0038
157628,0,0.0032
157629,0,0.0097
157630,0,0.0013
157631,0,0.0066
157632,0,0.0096
157633,0,0.0024
157634,0,0.001
157635,0,0.0063
157636,0,0.0082
157637,0,0.0077
157638,0,0.002
157639,0,0.0016
157640,0,0.0045
157641,0,0.0009
157642,0,0.0198
157643,0,0.0022
157644,0,0.001
157645,0,0.0006
157646,0,0.0054
157647,0,0.0007
157648,0,0.0052
157649,0,0.0066
157650,0,0.0033
157651,0,0.0017
157652,0,0.0082
157653,0,0.0148
157654,0,0.0017
157655,0,0.001
157656,0,0.0021
157657,0,0.003
157658,0,0.0021
157659,0,0.0031
157660,0,0.0014
157661,0,0.0011
157662,0,0.0016
157663,0,0.0242
157664,0,0.0015
157665,0,0.0011
157666,0,0.0013
157667,0,0.001
157668,0,0.0173
157669,0,0.0036
157670,0,0.0021
157671,0,0.0033
157672,0,0.0013
157673,1,0.9991
157674,0,0.0012
157675,0,0.0039
157676,0,0.0005
157677,0,0.0014
157678,0,0.0013
157679,0,0.0074
157680,0,0.0021
157681,0,0.0071
157682,0,0.0021
157683,0,0.0033
157684,0,0.008
157685,0,0.0038
157686,0,0.0029
157687,0,0.0022
157688,0,0.0017
157689,0,0.0055
157690,0,0.0011
157691,0,0.0017
157692,0,0.0014
157693,0,0.0068
157694,0,0.01
157695,0,0.0007
157696,0,0.0016
157697,0,0.0018
157698,0,0.0026
157699,0,0.0014
157700,0,0.0041
157701,0,0.001
157702,0,0.0021
157703,0,0.0022
157704,0,0.0043
157705,0,0.0021
157706,0,0.0102
157707,0,0.0033
157708,0,0.0015
157709,0,0.0006
157710,0,0.0046
157711,0,0.0067
157712,0,0.0098
157713,0,0.0026
157714,0,0.0024
157715,0,0.0022
157716,0,0.0056
157717,0,0.0012
157718,0,0.0021
157719,0,0.0561
157720,0,0.0032
157721,0,0.0014
157722,0,0.0018
157723,0,0.0042
157724,0,0.0021
157725,0,0.0013
157726,0,0.0059
157727,0,0.0027
157728,0,0.0019
157729,0,0.0044
157730,0,0.0033
157731,0,0.014
157732,0,0.0048
157733,0,0.0062
157734,0,0.0034
157735,0,0.0016
157736,0,0.004
157737,1,0.9916
157738,0,0.0006
157739,0,0.0023
157740,0,0.004
157741,0,0.0017
157742,0,0.0025
157743,0,0.0024
157744,0,0.0015
157745,0,0.0088
157746,0,0.0024
157747,0,0.0007
157748,0,0.0126
157749,0,0.0027
157750,0,0.0027
157751,0,0.0021
157752,0,0.0068
157753,0,0.0025
157754,0,0.002
157755,0,0.0253
157756,0,0.0024
157757,0,0.0013
157758,0,0.0042
157759,0,0.0019
157760,0,0.0017
157761,0,0.0012
157762,0,0.0034
157763,0,0.0005
157764,0,0.0015
157765,0,0.002
157766,0,0.0012
157767,0,0.0064
157768,0,0.0032
157769,0,0.0015
157770,0,0.0011
157771,0,0.0039
157772,0,0.002
157773,0,0.0016
157774,0,0.0039
157775,0,0.0029
157776,0,0.0013
157777,0,0.0008
157778,0,0.0034
157779,0,0.0009
157780,0,0.002
157781,0,0.0011
157782,0,0.0009
157783,0,0.0033
157784,0,0.0045
157785,0,0.0125
157786,0,0.0026
157787,0,0.0009
157788,0,0.0017
157789,0,0.007
157790,0,0.0007
157791,0,0.001
157792,0,0.001
157793,0,0.0062
157794,0,0.0131
157795,0,0.0025
157796,0,0.0028
157797,0,0.003
157798,0,0.0022
157799,0,0.001
157800,0,0.0028
157801,0,0.0012
157802,0,0.0029
157803,0,0.0112
157804,0,0.0014
157805,0,0.0021
157806,0,0.0052
157807,0,0.001
157808,0,0.0014
157809,0,0.0033
157810,0,0.003
157811,0,0.0127
157812,0,0.0057
157813,0,0.004
157814,0,0.001
157815,0,0.0024
157816,0,0.0011
157817,0,0.0057
157818,0,0.0042
157819,0,0.0032
157820,0,0.0035
157821,0,0.0148
157822,0,0.0042
157823,0,0.001
157824,0,0.0027
157825,0,0.0014
157826,0,0.0012
157827,0,0.0062
157828,0,0.0011
157829,0,0.0091
157830,0,0.0043
157831,0,0.0017
157832,0,0.0059
157833,0,0.0063
157834,0,0.0021
157835,0,0.0015
157836,0,0.004
157837,0,0.0026
157838,0,0.004
157839,0,0.0056
157840,0,0.0042
157841,0,0.0008
157842,0,0.0045
157843,0,0.0029
157844,0,0.002
157845,0,0.022
157846,0,0.0011
157847,0,0.0005
157848,0,0.003
157849,0,0.0015
157850,0,0.0024
157851,0,0.0057
157852,0,0.0042
157853,0,0.01
157854,0,0.0014
157855,0,0.0016
157856,0,0.0092
157857,0,0.0009
157858,0,0.0019
157859,0,0.0052
157860,0,0.0044
157861,0,0.0022
157862,1,0.9883
157863,0,0.0004
157864,0,0.0082
157865,0,0.0013
157866,0,0.0044
157867,0,0.0059
157868,0,0.0015
157869,0,0.0019
157870,0,0.0021
157871,0,0.0017
157872,0,0.0008
157873,0,0.0044
157874,0,0.002
157875,1,0.9934
157876,0,0.0041
157877,0,0.0049
157878,0,0.0008
157879,0,0.0019
157880,0,0.0017
157881,0,0.0048
157882,0,0.0034
157883,0,0.0116
157884,0,0.0036
157885,0,0.0027
157886,0,0.0026
157887,0,0.0011
157888,0,0.002
157889,0,0.0013
157890,0,0.011
157891,0,0.003
157892,0,0.0011
157893,0,0.0017
157894,0,0.0049
157895,0,0.0066
157896,0,0.001
157897,0,0.0026
157898,0,0.0008
157899,0,0.0018
157900,0,0.0024
157901,0,0.0017
157902,0,0.0016
157903,0,0.0037
157904,0,0.0014
157905,0,0.0015
157906,0,0.0008
157907,0,0.0009
157908,0,0.0009
157909,0,0.0018
157910,0,0.0018
157911,0,0.0007
157912,0,0.0028
157913,0,0.0097
157914,0,0.0048
157915,0,0.0029
157916,0,0.0034
157917,0,0.0029
157918,0,0.0013
157919,0,0.0052
157920,1,0.9998
157921,0,0.0025
157922,0,0.0029
157923,0,0.0042
157924,0,0.0024
157925,0,0.0059
157926,0,0.0019
157927,0,0.0015
157928,0,0.0014
157929,0,0.0009
157930,0,0.0004
157931,0,0.008
157932,0,0.0007
157933,0,0.0063
157934,0,0.0022
157935,0,0.0007
157936,0,0.0015
157937,0,0.0042
157938,0,0.0028
157939,0,0.0016
157940,0,0.0027
157941,0,0.0015
157942,0,0.0018
157943,0,0.0008
157944,0,0.0014
157945,0,0.0024
157946,0,0.0163
157947,0,0.0009
157948,0,0.0008
157949,0,0.0216
157950,0,0.0034
157951,0,0.0065
157952,0,0.0083
157953,0,0.0027
157954,0,0.0084
157955,0,0.0049
157956,0,0.0046
157957,0,0.002
157958,0,0.0027
157959,0,0.0045
157960,0,0.0105
157961,0,0.0104
157962,0,0.0007
157963,0,0.0206
157964,0,0.0066
157965,0,0.0048
157966,1,0.9867
157967,0,0.0015
157968,0,0.0008
157969,0,0.0026
157970,0,0.0006
157971,0,0.0044
157972,0,0.0016
157973,0,0.0031
157974,0,0.0054
157975,0,0.0017
157976,0,0.0042
157977,0,0.0256
157978,0,0.0011
157979,0,0.005
157980,0,0.0021
157981,0,0.0002
157982,0,0.0037
157983,0,0.0002
157984,0,0.0022
157985,0,0.0014
157986,0,0.0044
157987,0,0.0025
157988,0,0.0012
157989,0,0.0024
157990,0,0.0011
157991,0,0.0016
157992,0,0.0028
157993,0,0.0034
157994,0,0.0038
157995,0,0.0039
157996,0,0.0011
157997,0,0.005
157998,0,0.0029
157999,0,0.0017
158000,0,0.0012
158001,0,0.0148
158002,0,0.0017
158003,0,0.0019
158004,0,0.0022
158005,0,0.0029
158006,0,0.0007
158007,0,0.0033
158008,0,0.0019
158009,0,0.0034
158010,0,0.0014
158011,0,0.0017
158012,0,0.0017
158013,0,0.0029
158014,0,0.0026
158015,0,0.0034
158016,0,0.0092
158017,0,0.0057
158018,0,0.0018
158019,0,0.002
158020,0,0.0059
158021,0,0.0014
158022,0,0.0047
158023,0,0.0009
158024,0,0.0021
158025,0,0.0008
158026,0,0.0013
158027,0,0.0035
158028,0,0.0096
158029,0,0.0018
158030,0,0.0011
158031,0,0.0015
158032,0,0.0023
158033,0,0.003
158034,0,0.0085
158035,0,0.0014
158036,0,0.0007
158037,0,0.0025
158038,0,0.0001
158039,0,0.0084
158040,0,0.001
158041,0,0.0011
158042,0,0.0017
158043,0,0.0016
158044,0,0.0015
158045,0,0.0013
158046,0,0.0012
158047,0,0.0054
158048,0,0.0013
158049,0,0.001
158050,0,0.0038
158051,0,0.0033
158052,0,0.002
158053,0,0.0013
158054,0,0.0038
158055,0,0.0018
158056,0,0.0034
158057,0,0.0036
158058,0,0.0007
158059,0,0.0014
158060,0,0.0009
158061,0,0.0055
158062,0,0.006
158063,0,0.0003
158064,0,0.0021
158065,0,0.0051
158066,0,0.0012
158067,0,0.0009
158068,0,0.0126
158069,1,0.9999
158070,0,0.0069
158071,0,0.0016
158072,0,0.004
158073,0,0.004
158074,0,0.002
158075,0,0.0047
158076,0,0.0006
158077,1,1.0
158078,0,0.0093
158079,0,0.0007
158080,0,0.0104
158081,0,0.0022
158082,0,0.0014
158083,0,0.0084
158084,0,0.0183
158085,0,0.0033
158086,0,0.002
158087,0,0.0058
158088,0,0.0028
158089,0,0.0012
158090,0,0.0011
158091,0,0.0006
158092,0,0.0002
158093,0,0.004
158094,0,0.0038
158095,0,0.0048
158096,0,0.0012
158097,0,0.0016
158098,0,0.0015
158099,0,0.0017
158100,0,0.0008
158101,0,0.0019
158102,0,0.0032
158103,0,0.0024
158104,0,0.0011
158105,0,0.0037
158106,0,0.0007
158107,0,0.0045
158108,0,0.0015
158109,0,0.0024
158110,0,0.0049
158111,0,0.0017
158112,0,0.0019
158113,0,0.0024
158114,0,0.0063
158115,0,0.0019
158116,0,0.0116
158117,0,0.0015
158118,0,0.0092
158119,0,0.0019
158120,0,0.004
158121,0,0.0011
158122,0,0.0041
158123,0,0.0009
158124,0,0.002
158125,0,0.0058
158126,0,0.0034
158127,0,0.0008
158128,0,0.0012
158129,0,0.0021
158130,0,0.0038
158131,0,0.001
158132,0,0.0024
158133,0,0.0016
158134,0,0.0065
158135,0,0.0022
158136,0,0.0024
158137,0,0.0043
158138,0,0.0034
158139,0,0.0086
158140,0,0.0027
158141,0,0.0025
158142,0,0.0095
158143,0,0.0046
158144,0,0.002
158145,0,0.0018
158146,0,0.0004
158147,0,0.0036
158148,0,0.0009
158149,0,0.0029
158150,0,0.0023
158151,0,0.0058
158152,0,0.0013
158153,0,0.0015
158154,0,0.0017
158155,0,0.0016
158156,0,0.0037
158157,0,0.0072
158158,0,0.0044
158159,0,0.0015
158160,0,0.002
158161,0,0.003
158162,0,0.0013
158163,0,0.0016
158164,0,0.0061
158165,0,0.0016
158166,0,0.0021
158167,0,0.0012
158168,0,0.004
158169,0,0.003
158170,0,0.0023
158171,1,0.9931
158172,0,0.0008
158173,0,0.0078
158174,0,0.0062
158175,0,0.0009
158176,0,0.0073
158177,0,0.013
158178,0,0.0018
158179,0,0.0056
158180,0,0.0017
158181,0,0.0302
158182,0,0.0049
158183,0,0.0009
158184,0,0.0029
158185,0,0.0041
158186,0,0.0015
158187,0,0.0004
158188,0,0.003
158189,0,0.004
158190,0,0.0039
158191,0,0.0007
158192,0,0.0063
158193,0,0.0006
158194,0,0.007
158195,0,0.0016
158196,0,0.0012
158197,0,0.0037
158198,0,0.0038
158199,0,0.0111
158200,0,0.0014
158201,0,0.0087
158202,0,0.0026
158203,0,0.0028
158204,0,0.0038
158205,0,0.0046
158206,0,0.0012
158207,0,0.0023
158208,0,0.0069
158209,0,0.003
158210,0,0.0016
158211,0,0.0013
158212,0,0.0065
158213,0,0.0044
158214,0,0.0085
158215,0,0.0018
158216,0,0.0049
158217,0,0.0054
158218,0,0.0014
158219,0,0.0019
158220,0,0.0031
158221,0,0.0024
158222,0,0.0071
158223,0,0.0016
158224,0,0.0008
158225,0,0.0013
158226,0,0.0031
158227,0,0.0055
158228,1,1.0
158229,0,0.0008
158230,0,0.0029
158231,0,0.0047
158232,0,0.004
158233,0,0.0048
158234,0,0.0124
158235,0,0.0018
158236,1,0.9929
158237,0,0.0008
158238,0,0.0028
158239,0,0.0014
158240,0,0.0023
158241,0,0.0041
158242,0,0.0011
158243,0,0.0014
158244,0,0.0078
158245,0,0.0012
158246,0,0.0025
158247,0,0.0007
158248,0,0.0058
158249,0,0.0006
158250,0,0.001
158251,0,0.0013
158252,0,0.0014
158253,0,0.0011
158254,0,0.0021
158255,0,0.0013
158256,0,0.0024
158257,0,0.0024
158258,0,0.0031
158259,1,0.9963
158260,0,0.0009
158261,0,0.0034
158262,0,0.0008
158263,0,0.001
158264,0,0.0019
158265,0,0.0038
158266,0,0.0033
158267,0,0.0009
158268,0,0.0016
158269,0,0.0041
158270,0,0.0032
158271,0,0.002
158272,0,0.0008
158273,0,0.0019
158274,0,0.0098
158275,0,0.0033
158276,0,0.0034
158277,0,0.0012
158278,0,0.0069
158279,0,0.0006
158280,0,0.0031
158281,0,0.0074
158282,0,0.0005
158283,0,0.0098
158284,0,0.0008
158285,0,0.0024
158286,0,0.0019
158287,0,0.0139
158288,0,0.0019
158289,0,0.0074
158290,0,0.0015
158291,0,0.0009
158292,0,0.0028
158293,0,0.0034
158294,0,0.0033
158295,0,0.0024
158296,0,0.0042
158297,0,0.0027
158298,0,0.0015
158299,0,0.0024
158300,0,0.0101
158301,0,0.0012
158302,0,0.0026
158303,0,0.0034
158304,0,0.0019
158305,0,0.0029
158306,0,0.0013
158307,0,0.0032
158308,0,0.0047
158309,0,0.0085
158310,0,0.0006
158311,0,0.0028
158312,0,0.0019
158313,0,0.0036
158314,0,0.0013
158315,0,0.001
158316,0,0.0065
158317,0,0.0013
158318,0,0.0008
158319,0,0.0029
158320,0,0.0025
158321,0,0.0004
158322,0,0.0006
158323,0,0.0017
158324,0,0.0009
158325,0,0.0048
158326,0,0.0015
158327,0,0.001
158328,0,0.0098
158329,0,0.0019
158330,0,0.0013
158331,0,0.0018
158332,0,0.0125
158333,0,0.0019
158334,0,0.0014
158335,0,0.0016
158336,0,0.0045
158337,0,0.0026
158338,0,0.0027
158339,0,0.0049
158340,0,0.0041
158341,0,0.003
158342,0,0.0009
158343,0,0.0039
158344,0,0.0069
158345,0,0.0015
158346,0,0.0016
158347,0,0.0064
158348,0,0.0018
158349,0,0.0053
158350,0,0.0011
158351,0,0.0034
158352,0,0.0013
158353,0,0.0018
158354,0,0.0051
158355,0,0.0042
158356,0,0.0031
158357,0,0.0017
158358,0,0.0023
158359,0,0.0023
158360,0,0.0019
158361,0,0.0036
158362,0,0.0013
158363,0,0.0025
158364,0,0.001
158365,0,0.007
158366,0,0.0024
158367,0,0.0042
158368,0,0.001
158369,0,0.0021
158370,0,0.0011
158371,0,0.0088
158372,0,0.0026
158373,0,0.0009
158374,0,0.0029
158375,0,0.0032
158376,0,0.0032
158377,0,0.0044
158378,0,0.0029
158379,0,0.0023
158380,0,0.0049
158381,0,0.0015
158382,0,0.0015
158383,0,0.0006
158384,0,0.0036
158385,0,0.0007
158386,0,0.0035
158387,0,0.0016
158388,0,0.0015
158389,0,0.0
158390,0,0.0016
158391,0,0.0005
158392,0,0.0073
158393,0,0.0014
158394,0,0.003
158395,0,0.0007
158396,0,0.0005
158397,0,0.0029
158398,0,0.0008
158399,0,0.0029
158400,0,0.0011
158401,0,0.0005
158402,0,0.0042
158403,0,0.0009
158404,0,0.0019
158405,0,0.0012
158406,0,0.0019
158407,0,0.0021
158408,0,0.0024
158409,0,0.0026
158410,0,0.0014
158411,0,0.0014
158412,0,0.0027
158413,0,0.0115
158414,0,0.01
158415,0,0.0066
158416,0,0.003
158417,0,0.0029
158418,0,0.0003
158419,0,0.0028
158420,0,0.011
158421,0,0.0016
158422,0,0.0016
158423,0,0.0012
158424,0,0.0007
158425,0,0.0019
158426,0,0.002
158427,0,0.0143
158428,0,0.0053
158429,0,0.0022
158430,0,0.0031
158431,0,0.008
158432,0,0.0037
158433,0,0.0007
158434,0,0.0014
158435,0,0.012
158436,0,0.003
158437,0,0.0009
158438,0,0.002
158439,0,0.0007
158440,0,0.0028
158441,0,0.0048
158442,0,0.0018
158443,0,0.0008
158444,0,0.0071
158445,0,0.0007
158446,0,0.0056
158447,0,0.0102
158448,0,0.0021
158449,0,0.0404
158450,0,0.0049
158451,0,0.0009
158452,0,0.002
158453,0,0.0013
158454,0,0.0019
158455,0,0.0007
158456,0,0.0093
158457,0,0.0074
158458,0,0.0026
158459,0,0.011
158460,0,0.0018
158461,0,0.0007
158462,0,0.0046
158463,0,0.0127
158464,0,0.0007
158465,0,0.0019
158466,0,0.0024
158467,0,0.0009
158468,0,0.007
158469,0,0.0069
158470,0,0.0011
158471,0,0.0005
158472,0,0.0017
158473,0,0.0042
158474,0,0.0003
158475,0,0.0014
158476,0,0.0029
158477,0,0.0033
158478,0,0.0063
158479,0,0.0078
158480,0,0.0106
158481,0,0.0115
158482,0,0.0015
158483,0,0.0037
158484,0,0.0037
158485,0,0.0049
158486,0,0.0089
158487,0,0.0017
158488,0,0.0014
158489,0,0.0008
158490,0,0.0064
158491,0,0.0022
158492,0,0.0028
158493,0,0.0019
158494,0,0.0017
158495,0,0.0076
158496,0,0.0011
158497,0,0.0023
158498,0,0.0013
158499,0,0.0634
158500,0,0.0035
158501,0,0.001
158502,0,0.0027
158503,0,0.0008
158504,0,0.0017
158505,0,0.0087
158506,0,0.0013
158507,0,0.0093
158508,0,0.0053
158509,0,0.0008
158510,0,0.001
158511,0,0.0037
158512,0,0.0014
158513,0,0.0014
158514,0,0.0025
158515,0,0.0035
158516,0,0.0014
158517,0,0.0017
158518,0,0.0019
158519,0,0.0013
158520,0,0.002
158521,0,0.0033
158522,0,0.001
158523,0,0.0071
158524,0,0.0018
158525,0,0.0074
158526,0,0.0048
158527,0,0.0013
158528,0,0.0022
158529,0,0.0007
158530,0,0.0086
158531,0,0.0041
158532,0,0.0048
158533,0,0.0007
158534,0,0.0065
158535,0,0.0044
158536,0,0.0013
158537,0,0.0007
158538,0,0.001
158539,0,0.0084
158540,0,0.0014
158541,0,0.0015
158542,0,0.0014
158543,0,0.0002
158544,0,0.0035
158545,0,0.0018
158546,0,0.0014
158547,0,0.0006
158548,0,0.0004
158549,0,0.0011
158550,0,0.007
158551,0,0.0014
158552,0,0.0006
158553,0,0.0007
158554,0,0.0023
158555,0,0.0018
158556,0,0.0033
158557,0,0.0019
158558,0,0.0028
158559,0,0.0024
158560,0,0.0005
158561,0,0.0021
158562,0,0.0023
158563,0,0.0049
158564,0,0.0075
158565,0,0.0016
158566,0,0.002
158567,0,0.0012
158568,0,0.0005
158569,0,0.008
158570,0,0.0016
158571,0,0.0028
158572,0,0.0011
158573,0,0.0019
158574,0,0.0121
158575,0,0.0058
158576,0,0.0013
158577,0,0.0158
158578,0,0.0005
158579,0,0.0191
158580,0,0.0017
158581,0,0.0105
158582,0,0.0041
158583,1,0.9902
158584,0,0.0027
158585,0,0.0027
158586,0,0.0013
158587,0,0.0014
158588,0,0.0053
158589,0,0.0072
158590,0,0.0055
158591,0,0.0048
158592,0,0.0009
158593,0,0.0036
158594,0,0.003
158595,0,0.0025
158596,0,0.0042
158597,0,0.0059
158598,0,0.0007
158599,0,0.0009
158600,0,0.0089
158601,0,0.0029
158602,0,0.007
158603,0,0.0038
158604,0,0.0082
158605,0,0.002
158606,0,0.0034
158607,0,0.0027
158608,0,0.0007
158609,0,0.0007
158610,0,0.0015
158611,0,0.0063
158612,0,0.0047
158613,0,0.0031
158614,0,0.003
158615,0,0.0052
158616,0,0.0037
158617,0,0.002
158618,0,0.0021
158619,0,0.0088
158620,0,0.0079
158621,0,0.0009
158622,0,0.0016
158623,0,0.0333
158624,0,0.0017
158625,0,0.0054
158626,0,0.0014
158627,0,0.002
158628,0,0.0017
158629,0,0.0002
158630,0,0.0014
158631,0,0.0019
158632,0,0.001
158633,0,0.0016
158634,0,0.0015
158635,0,0.0005
158636,0,0.0016
158637,0,0.002
158638,0,0.0009
158639,0,0.005
158640,0,0.0006
158641,0,0.0046
158642,0,0.0018
158643,0,0.001
158644,0,0.0014
158645,0,0.0059
158646,0,0.0016
158647,0,0.0011
158648,0,0.0012
158649,0,0.0008
158650,0,0.0026
158651,0,0.002
158652,0,0.0023
158653,0,0.0019
158654,0,0.0086
158655,0,0.0107
158656,0,0.006
158657,0,0.0102
158658,0,0.0059
158659,0,0.001
158660,0,0.0037
158661,0,0.0046
158662,0,0.0016
158663,0,0.0007
158664,0,0.0109
158665,0,0.0041
158666,0,0.0015
158667,0,0.0037
158668,0,0.0011
158669,0,0.0048
158670,0,0.0029
158671,0,0.0059
158672,0,0.0146
158673,0,0.0049
158674,0,0.0008
158675,0,0.0021
158676,0,0.0042
158677,1,0.9999
158678,0,0.0012
158679,0,0.0081
158680,0,0.0108
158681,0,0.0014
158682,0,0.0092
158683,0,0.0001
158684,0,0.0041
158685,0,0.001
158686,0,0.0013
158687,0,0.0017
158688,0,0.0033
158689,0,0.0017
158690,0,0.0013
158691,0,0.0089
158692,0,0.0022
158693,0,0.0008
158694,0,0.0016
158695,0,0.001
158696,0,0.0006
158697,0,0.0013
158698,0,0.0041
158699,0,0.0041
158700,0,0.0047
158701,0,0.0041
158702,0,0.0013
158703,0,0.0127
158704,0,0.006
158705,0,0.0018
158706,0,0.0012
158707,0,0.0023
158708,0,0.0011
158709,0,0.0021
158710,0,0.0018
158711,0,0.0062
158712,0,0.0031
158713,0,0.0027
158714,0,0.0126
158715,0,0.0027
158716,0,0.0025
158717,0,0.0032
158718,0,0.0007
158719,0,0.0011
158720,0,0.0026
158721,0,0.0021
158722,0,0.0081
158723,0,0.0022
158724,0,0.012
158725,0,0.0036
158726,0,0.0013
158727,0,0.0028
158728,0,0.0008
158729,0,0.0036
158730,0,0.0017
158731,0,0.0015
158732,0,0.0007
158733,0,0.0015
158734,0,0.001
158735,0,0.001
158736,0,0.0013
158737,0,0.0035
158738,0,0.0095
158739,0,0.0009
158740,0,0.0009
158741,0,0.0024
158742,0,0.0026
158743,1,0.9794
158744,0,0.0019
158745,0,0.0021
158746,0,0.003
158747,0,0.0151
158748,0,0.0015
158749,0,0.0022
158750,0,0.0027
158751,0,0.0035
158752,0,0.0066
158753,0,0.0013
158754,0,0.0019
158755,0,0.0031
158756,0,0.0037
158757,0,0.001
158758,0,0.0011
158759,0,0.0048
158760,0,0.0008
158761,0,0.0047
158762,0,0.0102
158763,0,0.0009
158764,0,0.0011
158765,0,0.0033
158766,0,0.0007
158767,0,0.0035
158768,0,0.0021
158769,0,0.0012
158770,0,0.0018
158771,0,0.0006
158772,0,0.0042
158773,0,0.0062
158774,0,0.0019
158775,0,0.0026
158776,0,0.005
158777,0,0.0019
158778,0,0.0021
158779,0,0.0006
158780,0,0.0038
158781,0,0.0044
158782,0,0.0054
158783,0,0.0013
158784,0,0.002
158785,0,0.0113
158786,0,0.0034
158787,0,0.0092
158788,0,0.0059
158789,0,0.003
158790,0,0.0055
158791,0,0.0021
158792,0,0.0022
158793,0,0.0012
158794,0,0.002
158795,0,0.0007
158796,0,0.0036
158797,0,0.001
158798,0,0.003
158799,0,0.0034
158800,0,0.0014
158801,0,0.0021
158802,0,0.0023
158803,0,0.0024
158804,0,0.0052
158805,0,0.0017
158806,0,0.0086
158807,1,0.998
158808,0,0.0015
158809,0,0.0034
158810,0,0.0015
158811,0,0.0053
158812,0,0.0159
158813,0,0.001
158814,0,0.0024
158815,0,0.0009
158816,0,0.0013
158817,0,0.0026
158818,0,0.0037
158819,0,0.0033
158820,0,0.0019
158821,0,0.0056
158822,0,0.0036
158823,0,0.0014
158824,0,0.006
158825,0,0.0009
158826,0,0.0021
158827,0,0.0012
158828,0,0.0011
158829,0,0.0025
158830,0,0.0021
158831,0,0.0012
158832,0,0.0062
