id,loan_status,aproval_prob
70655,0,0.031
70656,0,0.0563
70657,0,0.0069
70658,0,0.0126
70659,0,0.1284
70660,1,0.9714
70661,1,0.8276
70662,0,0.0132
70663,0,0.006
70664,0,0.0061
70665,0,0.034
70666,0,0.068
70667,0,0.0356
70668,0,0.0016
70669,1,0.9507
70670,0,0.0248
70671,0,0.1633
70672,0,0.0926
70673,0,0.0399
70674,0,0.0155
70675,0,0.0293
70676,0,0.0052
70677,0,0.0414
70678,1,0.9074
70679,0,0.1894
70680,0,0.0418
70681,0,0.0129
70682,0,0.2185
70683,0,0.0107
70684,0,0.0063
70685,0,0.0073
70686,0,0.006
70687,0,0.027
70688,0,0.0197
70689,0,0.0056
70690,0,0.0112
70691,0,0.0486
70692,0,0.0502
70693,0,0.0122
70694,0,0.0187
70695,0,0.1851
70696,0,0.4492
70697,0,0.0009
70698,0,0.0204
70699,0,0.0171
70700,0,0.0045
70701,0,0.4901
70702,0,0.0145
70703,0,0.3782
70704,0,0.0114
70705,0,0.0116
70706,0,0.0148
70707,0,0.0829
70708,0,0.0856
70709,0,0.045
70710,0,0.0179
70711,0,0.0162
70712,0,0.0165
70713,0,0.0472
70714,0,0.25
70715,1,0.9499
70716,0,0.0323
70717,0,0.0198
70718,0,0.0386
70719,0,0.0126
70720,0,0.0098
70721,0,0.0235
70722,0,0.0018
70723,0,0.0307
70724,0,0.4318
70725,0,0.0088
70726,1,0.8631
70727,0,0.0108
70728,0,0.002
70729,0,0.0781
70730,0,0.1056
70731,0,0.0287
70732,0,0.0287
70733,0,0.0862
70734,0,0.0867
70735,0,0.0025
70736,0,0.024
70737,0,0.0426
70738,0,0.0735
70739,0,0.0259
70740,0,0.0194
70741,0,0.0316
70742,0,0.0205
70743,0,0.0527
70744,1,0.9439
70745,0,0.0119
70746,0,0.0786
70747,0,0.0153
70748,0,0.0124
70749,0,0.0127
70750,0,0.0179
70751,0,0.0332
70752,0,0.0493
70753,0,0.0124
70754,0,0.0116
70755,0,0.0107
70756,0,0.4035
70757,1,0.9654
70758,1,0.9805
70759,0,0.1121
70760,0,0.0039
70761,0,0.0292
70762,0,0.2031
70763,0,0.0196
70764,0,0.2581
70765,0,0.0414
70766,0,0.0129
70767,0,0.0221
70768,0,0.0467
70769,1,0.9861
70770,0,0.0187
70771,0,0.0017
70772,0,0.0185
70773,0,0.0026
70774,0,0.0038
70775,0,0.0025
70776,0,0.0241
70777,0,0.0502
70778,1,0.9423
70779,0,0.1272
70780,0,0.0409
70781,0,0.0072
70782,0,0.0021
70783,0,0.0013
70784,0,0.0154
70785,0,0.031
70786,1,0.9475
70787,0,0.087
70788,0,0.007
70789,0,0.0277
70790,0,0.0115
70791,1,0.8838
70792,0,0.0095
70793,0,0.0075
70794,0,0.0875
70795,1,0.948
70796,0,0.2747
70797,0,0.0059
70798,0,0.0028
70799,0,0.0051
70800,0,0.0342
70801,1,0.9167
70802,0,0.033
70803,0,0.0233
70804,1,0.9821
70805,0,0.0025
70806,0,0.0493
70807,0,0.0505
70808,1,0.9443
70809,0,0.007
70810,0,0.1888
70811,0,0.0348
70812,0,0.0093
70813,1,0.7055
70814,1,0.9743
70815,0,0.0031
70816,0,0.0047
70817,0,0.0278
70818,0,0.0126
70819,0,0.0171
70820,0,0.013
70821,0,0.0515
70822,0,0.0339
70823,0,0.0838
70824,0,0.0978
70825,0,0.0225
70826,0,0.0483
70827,0,0.0511
70828,1,0.9806
70829,1,0.9927
70830,0,0.0055
70831,0,0.0225
70832,0,0.0077
70833,0,0.0056
70834,1,0.9635
70835,1,0.963
70836,0,0.0267
70837,0,0.0407
70838,0,0.0095
70839,0,0.0106
70840,1,0.965
70841,0,0.0467
70842,0,0.0069
70843,0,0.0097
70844,0,0.019
70845,0,0.014
70846,0,0.4524
70847,0,0.0067
70848,0,0.0099
70849,0,0.0184
70850,0,0.0055
70851,0,0.0072
70852,0,0.0276
70853,0,0.0009
70854,0,0.0014
70855,0,0.0188
70856,0,0.0198
70857,0,0.073
70858,0,0.18
70859,1,0.9715
70860,0,0.0014
70861,0,0.2006
70862,0,0.0286
70863,0,0.3702
70864,1,0.9691
70865,0,0.0099
70866,0,0.0068
70867,0,0.005
70868,0,0.0472
70869,0,0.0026
70870,0,0.0083
70871,0,0.0304
70872,1,0.9815
70873,0,0.0067
70874,0,0.037
70875,0,0.0452
70876,0,0.0177
70877,0,0.0587
70878,0,0.0019
70879,0,0.0687
70880,1,0.9575
70881,1,0.9105
70882,0,0.0047
70883,0,0.0825
70884,1,0.941
70885,0,0.0152
70886,0,0.0087
70887,0,0.0163
70888,0,0.0323
70889,0,0.0076
70890,0,0.0216
70891,0,0.0054
70892,0,0.006
70893,0,0.0521
70894,0,0.0422
70895,0,0.0684
70896,0,0.094
70897,1,0.7518
70898,0,0.0123
70899,0,0.0396
70900,0,0.0656
70901,0,0.0062
70902,0,0.0337
70903,0,0.0551
70904,0,0.006
70905,0,0.0387
70906,0,0.0089
70907,0,0.0669
70908,0,0.0043
70909,0,0.0128
70910,0,0.0755
70911,1,0.9627
70912,0,0.0119
70913,0,0.0065
70914,0,0.0258
70915,0,0.0133
70916,0,0.0156
70917,0,0.0969
70918,0,0.0291
70919,0,0.0769
70920,0,0.009
70921,0,0.1128
70922,0,0.0192
70923,0,0.013
70924,0,0.0195
70925,1,0.9626
70926,0,0.0117
70927,1,0.9129
70928,1,0.9818
70929,1,0.951
70930,0,0.0084
70931,0,0.0075
70932,0,0.0065
70933,1,0.939
70934,0,0.026
70935,1,0.867
70936,0,0.1325
70937,0,0.3398
70938,0,0.0167
70939,0,0.007
70940,0,0.0542
70941,0,0.0211
70942,0,0.0247
70943,0,0.1245
70944,0,0.0085
70945,0,0.0651
70946,0,0.048
70947,0,0.0202
70948,0,0.0299
70949,0,0.2761
70950,0,0.2136
70951,0,0.0136
70952,0,0.0138
70953,1,0.9632
70954,0,0.0507
70955,0,0.0087
70956,0,0.0712
70957,0,0.0088
70958,0,0.0053
70959,0,0.0183
70960,0,0.0091
70961,0,0.0293
70962,0,0.0695
70963,0,0.1145
70964,0,0.2556
70965,0,0.012
70966,0,0.0712
70967,0,0.1026
70968,0,0.0243
70969,0,0.0126
70970,0,0.0114
70971,0,0.0293
70972,0,0.0626
70973,0,0.0537
70974,0,0.0619
70975,1,0.6904
70976,0,0.007
70977,0,0.0156
70978,1,0.9507
70979,0,0.0417
70980,1,0.9698
70981,0,0.049
70982,0,0.03
70983,0,0.0678
70984,0,0.0066
70985,0,0.0049
70986,0,0.0142
70987,0,0.474
70988,0,0.0232
70989,0,0.011
70990,1,0.98
70991,0,0.0102
70992,0,0.015
70993,0,0.0102
70994,0,0.0231
70995,0,0.031
70996,0,0.0191
70997,0,0.039
70998,0,0.0062
70999,0,0.0338
71000,1,0.9238
71001,0,0.0012
71002,0,0.0147
71003,0,0.0065
71004,0,0.008
71005,0,0.0033
71006,0,0.0373
71007,1,0.9725
71008,0,0.0135
71009,0,0.0028
71010,0,0.229
71011,0,0.0247
71012,0,0.0088
71013,0,0.0164
71014,0,0.0399
71015,0,0.0013
71016,0,0.0105
71017,0,0.0251
71018,1,0.9186
71019,0,0.0483
71020,0,0.049
71021,0,0.0137
71022,0,0.0159
71023,0,0.0893
71024,0,0.0028
71025,0,0.0103
71026,0,0.0098
71027,0,0.0085
71028,0,0.0086
71029,0,0.0308
71030,0,0.009
71031,1,0.9882
71032,0,0.0071
71033,0,0.0301
71034,0,0.0106
71035,0,0.0083
71036,0,0.0085
71037,0,0.0278
71038,0,0.049
71039,0,0.0763
71040,0,0.3862
71041,0,0.0123
71042,0,0.0484
71043,0,0.0046
71044,0,0.0194
71045,0,0.0405
71046,0,0.0078
71047,1,0.831
71048,0,0.0262
71049,1,0.9538
71050,0,0.0123
71051,1,0.8531
71052,0,0.0831
71053,0,0.0108
71054,0,0.0084
71055,0,0.086
71056,0,0.0371
71057,0,0.0094
71058,0,0.0201
71059,0,0.0045
71060,1,0.6154
71061,0,0.0167
71062,0,0.002
71063,0,0.2681
71064,0,0.0019
71065,0,0.0204
71066,0,0.0193
71067,0,0.0654
71068,0,0.0955
71069,0,0.1268
71070,1,0.9866
71071,0,0.0022
71072,0,0.0032
71073,0,0.0017
71074,1,0.8064
71075,0,0.0283
71076,0,0.0059
71077,0,0.049
71078,0,0.0869
71079,0,0.0333
71080,0,0.0092
71081,0,0.0326
71082,0,0.2053
71083,0,0.0124
71084,0,0.0364
71085,0,0.0353
71086,0,0.022
71087,0,0.0172
71088,0,0.0385
71089,1,0.9911
71090,0,0.0372
71091,0,0.011
71092,0,0.0276
71093,0,0.0715
71094,0,0.008
71095,1,0.9689
71096,0,0.0916
71097,0,0.0171
71098,0,0.0162
71099,0,0.0493
71100,0,0.0122
71101,0,0.0302
71102,1,0.9826
71103,0,0.0062
71104,0,0.0888
71105,0,0.0199
71106,1,0.9259
71107,0,0.0066
71108,0,0.0093
71109,0,0.0534
71110,0,0.065
71111,0,0.015
71112,0,0.0111
71113,0,0.0074
71114,0,0.0231
71115,1,0.551
71116,0,0.0102
71117,0,0.0056
71118,0,0.0732
71119,0,0.314
71120,0,0.0241
71121,0,0.0261
71122,0,0.0141
71123,1,0.9831
71124,0,0.0241
71125,0,0.039
71126,0,0.1335
71127,0,0.2859
71128,0,0.0675
71129,0,0.0722
71130,0,0.392
71131,0,0.0165
71132,0,0.0448
71133,0,0.031
71134,0,0.0057
71135,0,0.0089
71136,0,0.0008
71137,0,0.0061
71138,0,0.0269
71139,0,0.0444
71140,0,0.0223
71141,0,0.3676
71142,0,0.0093
71143,1,0.9855
71144,0,0.0063
71145,0,0.0048
71146,0,0.0222
71147,0,0.0119
71148,0,0.0125
71149,0,0.0071
71150,0,0.0057
71151,0,0.0401
71152,0,0.0157
71153,0,0.0067
71154,0,0.0197
71155,0,0.1375
71156,0,0.0685
71157,0,0.0803
71158,0,0.0108
71159,0,0.0066
71160,0,0.0175
71161,0,0.0171
71162,0,0.3594
71163,0,0.1213
71164,1,0.9685
71165,0,0.0141
71166,0,0.0346
71167,1,0.8518
71168,0,0.113
71169,1,0.9811
71170,0,0.0352
71171,0,0.0169
71172,0,0.007
71173,0,0.0765
71174,0,0.0207
71175,0,0.085
71176,0,0.1595
71177,0,0.0511
71178,0,0.0311
71179,0,0.0284
71180,0,0.1987
71181,0,0.3016
71182,0,0.0594
71183,0,0.0286
71184,0,0.0102
71185,0,0.132
71186,0,0.172
71187,1,0.9806
71188,0,0.0055
71189,0,0.0253
71190,0,0.0159
71191,0,0.0062
71192,0,0.4639
71193,0,0.0257
71194,1,0.9475
71195,0,0.034
71196,1,0.9669
71197,0,0.0561
71198,0,0.0202
71199,0,0.044
71200,0,0.0334
71201,0,0.0091
71202,0,0.0133
71203,0,0.0313
71204,0,0.0602
71205,0,0.2658
71206,0,0.0378
71207,0,0.006
71208,1,0.9741
71209,0,0.0187
71210,0,0.0026
71211,0,0.0982
71212,0,0.0204
71213,0,0.1132
71214,0,0.3666
71215,0,0.0525
71216,0,0.0091
71217,0,0.0163
71218,0,0.4294
71219,1,0.9225
71220,0,0.0006
71221,0,0.0116
71222,0,0.0613
71223,0,0.0582
71224,0,0.0526
71225,0,0.0231
71226,0,0.0161
71227,1,0.9621
71228,0,0.0028
71229,0,0.0518
71230,0,0.013
71231,0,0.0032
71232,0,0.0115
71233,0,0.0468
71234,0,0.0302
71235,0,0.0157
71236,1,0.9466
71237,0,0.0073
71238,1,0.9639
71239,0,0.0029
71240,0,0.0111
71241,0,0.0328
71242,0,0.1191
71243,0,0.0417
71244,0,0.002
71245,0,0.0197
71246,1,0.9841
71247,0,0.0341
71248,0,0.0153
71249,0,0.005
71250,0,0.0118
71251,0,0.0347
71252,0,0.012
71253,0,0.002
71254,0,0.1007
71255,0,0.0256
71256,0,0.0067
71257,0,0.0416
71258,0,0.0075
71259,0,0.024
71260,0,0.1122
71261,0,0.0031
71262,0,0.0511
71263,0,0.0014
71264,0,0.0033
71265,1,0.8937
71266,0,0.0184
71267,0,0.1261
71268,0,0.001
71269,0,0.0189
71270,0,0.1705
71271,1,0.8757
71272,0,0.0544
71273,0,0.0154
71274,0,0.0138
71275,0,0.0936
71276,0,0.004
71277,0,0.0959
71278,0,0.0216
71279,0,0.0874
71280,0,0.0057
71281,1,0.916
71282,0,0.099
71283,0,0.0548
71284,0,0.0523
71285,0,0.0101
71286,0,0.0247
71287,0,0.0051
71288,0,0.0011
71289,1,0.9835
71290,0,0.0666
71291,0,0.0114
71292,0,0.0164
71293,0,0.0091
71294,0,0.0031
71295,0,0.0116
71296,0,0.0853
71297,0,0.0228
71298,0,0.1544
71299,0,0.0532
71300,1,0.72
71301,0,0.0013
71302,0,0.0185
71303,0,0.0152
71304,0,0.2919
71305,0,0.0226
71306,0,0.0437
71307,0,0.0591
71308,0,0.0203
71309,1,0.971
71310,0,0.3917
71311,0,0.0279
71312,0,0.0024
71313,0,0.3848
71314,0,0.045
71315,0,0.0059
71316,0,0.0278
71317,0,0.0437
71318,0,0.0027
71319,0,0.0159
71320,0,0.0127
71321,0,0.047
71322,0,0.0092
71323,0,0.0215
71324,0,0.067
71325,0,0.052
71326,0,0.1338
71327,0,0.0109
71328,0,0.0089
71329,0,0.0191
71330,0,0.1516
71331,0,0.0188
71332,0,0.0285
71333,0,0.0085
71334,0,0.0345
71335,0,0.0206
71336,0,0.021
71337,0,0.0196
71338,0,0.0057
71339,0,0.0156
71340,0,0.011
71341,1,0.9584
71342,0,0.0479
71343,0,0.0088
71344,0,0.035
71345,0,0.023
71346,0,0.1621
71347,0,0.0223
71348,1,0.8677
71349,0,0.0021
71350,0,0.0667
71351,1,0.9794
71352,1,0.5184
71353,0,0.0094
71354,0,0.0293
71355,0,0.0136
71356,0,0.0163
71357,0,0.0074
71358,0,0.0123
71359,0,0.0497
71360,1,0.8418
71361,0,0.0513
71362,0,0.0204
71363,0,0.0171
71364,0,0.0307
71365,0,0.0242
71366,0,0.0423
71367,0,0.0068
71368,0,0.022
71369,0,0.0507
71370,0,0.066
71371,0,0.049
71372,0,0.0116
71373,0,0.0105
71374,0,0.0431
71375,1,0.9591
71376,0,0.046
71377,0,0.0079
71378,0,0.0586
71379,0,0.0124
71380,0,0.0186
71381,1,0.6823
71382,0,0.0853
71383,0,0.0304
71384,0,0.0137
71385,0,0.1388
71386,0,0.0243
71387,0,0.1484
71388,0,0.0259
71389,0,0.0064
71390,0,0.0053
71391,0,0.0077
71392,0,0.0126
71393,0,0.0692
71394,1,0.8175
71395,0,0.0082
71396,0,0.0105
71397,0,0.0228
71398,0,0.0149
71399,0,0.0609
71400,0,0.081
71401,0,0.009
71402,0,0.0075
71403,0,0.0466
71404,0,0.0411
71405,0,0.0155
71406,0,0.0091
71407,1,0.9891
71408,0,0.0079
71409,0,0.0166
71410,0,0.007
71411,0,0.0188
71412,1,0.9829
71413,0,0.0023
71414,0,0.0231
71415,0,0.0087
71416,0,0.1293
71417,0,0.0145
71418,0,0.0481
71419,0,0.0138
71420,0,0.0903
71421,0,0.0493
71422,0,0.0109
71423,0,0.0356
71424,0,0.0476
71425,1,0.9596
71426,0,0.0215
71427,0,0.0466
71428,0,0.001
71429,1,0.9388
71430,0,0.0146
71431,0,0.0424
71432,0,0.0223
71433,0,0.0034
71434,0,0.0431
71435,0,0.0167
71436,0,0.003
71437,0,0.0213
71438,0,0.0018
71439,1,0.9245
71440,1,0.9822
71441,0,0.0188
71442,0,0.0076
71443,0,0.0232
71444,0,0.1584
71445,0,0.0198
71446,0,0.0302
71447,0,0.0322
71448,0,0.0202
71449,0,0.0031
71450,0,0.0064
71451,0,0.0218
71452,1,0.9605
71453,0,0.0141
71454,0,0.0053
71455,0,0.0528
71456,0,0.3005
71457,1,0.5153
71458,1,0.5817
71459,0,0.1179
71460,0,0.0048
71461,0,0.0207
71462,0,0.0271
71463,0,0.0234
71464,0,0.137
71465,0,0.0356
71466,0,0.022
71467,0,0.0016
71468,1,0.5937
71469,0,0.0422
71470,0,0.0013
71471,0,0.0102
71472,1,0.6476
71473,1,0.9749
71474,0,0.0417
71475,0,0.0143
71476,0,0.0127
71477,0,0.1047
71478,0,0.2044
71479,0,0.1429
71480,1,0.9604
71481,0,0.0551
71482,0,0.0543
71483,0,0.0158
71484,0,0.0187
71485,0,0.0228
71486,0,0.0115
71487,0,0.0442
71488,0,0.0213
71489,0,0.0067
71490,0,0.0085
71491,0,0.046
71492,1,0.9738
71493,1,0.9219
71494,0,0.0474
71495,0,0.0256
71496,1,0.789
71497,0,0.1624
71498,0,0.016
71499,0,0.082
71500,0,0.0084
71501,0,0.0773
71502,0,0.0214
71503,1,0.9817
71504,0,0.0342
71505,0,0.0221
71506,0,0.0047
71507,0,0.0011
71508,0,0.1158
71509,0,0.0062
71510,1,0.7737
71511,0,0.0155
71512,0,0.0201
71513,0,0.0067
71514,0,0.0126
71515,0,0.1626
71516,1,0.976
71517,0,0.0077
71518,0,0.019
71519,1,0.9762
71520,0,0.0164
71521,0,0.0277
71522,0,0.006
71523,0,0.0089
71524,0,0.0034
71525,0,0.0186
71526,0,0.0455
71527,0,0.0329
71528,0,0.0131
71529,0,0.0334
71530,0,0.0222
71531,0,0.0535
71532,0,0.0148
71533,0,0.0223
71534,1,0.9157
71535,0,0.0026
71536,0,0.016
71537,0,0.0706
71538,0,0.0223
71539,0,0.067
71540,0,0.0562
71541,1,0.9863
71542,0,0.0057
71543,1,0.9845
71544,0,0.2266
71545,0,0.0118
71546,0,0.0242
71547,0,0.1206
71548,0,0.1084
71549,0,0.0107
71550,0,0.0168
71551,0,0.0085
71552,1,0.9686
71553,0,0.0317
71554,0,0.2675
71555,0,0.0412
71556,0,0.0563
71557,0,0.0425
71558,0,0.0023
71559,0,0.0691
71560,0,0.0285
71561,0,0.0335
71562,0,0.0084
71563,0,0.0193
71564,0,0.057
71565,0,0.2279
71566,0,0.0091
71567,0,0.0195
71568,0,0.0079
71569,0,0.0133
71570,0,0.0842
71571,0,0.0023
71572,0,0.0032
71573,1,0.9635
71574,0,0.0222
71575,0,0.0528
71576,0,0.0389
71577,1,0.9529
71578,0,0.0626
71579,0,0.0325
71580,0,0.0727
71581,0,0.04
71582,0,0.004
71583,0,0.0099
71584,0,0.0053
71585,0,0.0334
71586,1,0.9507
71587,1,0.963
71588,1,0.9403
71589,0,0.2024
71590,0,0.1552
71591,0,0.0033
71592,0,0.0307
71593,0,0.0775
71594,0,0.0132
71595,0,0.1025
71596,0,0.0148
71597,0,0.0063
71598,0,0.0266
71599,0,0.0059
71600,0,0.0307
71601,0,0.007
71602,0,0.0064
71603,0,0.0186
71604,0,0.0595
71605,1,0.9518
71606,0,0.0457
71607,0,0.1185
71608,0,0.0113
71609,0,0.031
71610,0,0.0205
71611,0,0.0495
71612,0,0.0334
71613,0,0.0118
71614,1,0.9058
71615,1,0.9611
71616,0,0.0042
71617,0,0.0041
71618,0,0.0278
71619,0,0.085
71620,0,0.0032
71621,0,0.0024
71622,0,0.0299
71623,0,0.0479
71624,0,0.0093
71625,0,0.0141
71626,1,0.9294
71627,0,0.0138
71628,0,0.3233
71629,0,0.0415
71630,0,0.0086
71631,0,0.0082
71632,0,0.0393
71633,0,0.074
71634,0,0.07
71635,0,0.029
71636,0,0.0105
71637,0,0.0246
71638,1,0.9847
71639,0,0.0379
71640,0,0.0085
71641,0,0.0238
71642,0,0.0269
71643,0,0.016
71644,0,0.0079
71645,0,0.0138
71646,0,0.0198
71647,0,0.0027
71648,0,0.381
71649,0,0.0853
71650,0,0.147
71651,0,0.0049
71652,0,0.0171
71653,0,0.0673
71654,0,0.0012
71655,0,0.0143
71656,1,0.9722
71657,0,0.0639
71658,0,0.0069
71659,0,0.0092
71660,0,0.0012
71661,0,0.031
71662,0,0.0301
71663,0,0.2229
71664,0,0.0307
71665,0,0.3261
71666,0,0.0763
71667,0,0.0038
71668,0,0.0026
71669,0,0.0596
71670,0,0.0122
71671,0,0.0248
71672,0,0.0155
71673,0,0.0262
71674,0,0.0784
71675,1,0.9552
71676,0,0.2057
71677,0,0.0094
71678,0,0.0206
71679,0,0.0245
71680,0,0.0366
71681,0,0.0071
71682,0,0.0275
71683,0,0.0239
71684,1,0.9775
71685,0,0.0475
71686,1,0.9341
71687,0,0.0081
71688,0,0.0849
71689,0,0.0237
71690,0,0.0706
71691,0,0.0182
71692,0,0.0694
71693,0,0.168
71694,0,0.0076
71695,0,0.1229
71696,0,0.1155
71697,0,0.0351
71698,0,0.0111
71699,0,0.0173
71700,0,0.0615
71701,0,0.0153
71702,0,0.0188
71703,0,0.0208
71704,0,0.0525
71705,0,0.0061
71706,0,0.0235
71707,0,0.0158
71708,0,0.0089
71709,0,0.0016
71710,0,0.077
71711,0,0.1584
71712,0,0.0078
71713,0,0.0111
71714,0,0.4034
71715,0,0.0013
71716,0,0.0177
71717,0,0.2389
71718,0,0.0633
71719,0,0.0014
71720,0,0.0112
71721,0,0.0523
71722,0,0.1733
71723,0,0.3134
71724,1,0.9708
71725,0,0.0711
71726,0,0.0054
71727,0,0.0791
71728,0,0.0695
71729,0,0.0062
71730,0,0.3082
71731,0,0.1185
71732,0,0.0173
71733,0,0.0219
71734,0,0.0288
71735,0,0.01
71736,0,0.0542
71737,0,0.0642
71738,0,0.0111
71739,0,0.0173
71740,0,0.0034
71741,0,0.0014
71742,0,0.0129
71743,0,0.016
71744,1,0.9617
71745,0,0.0319
71746,0,0.0038
71747,0,0.0165
71748,0,0.0672
71749,0,0.0121
71750,0,0.0805
71751,0,0.0054
71752,0,0.0207
71753,0,0.046
71754,0,0.0352
71755,0,0.0054
71756,0,0.1549
71757,0,0.1166
71758,0,0.039
71759,0,0.0962
71760,0,0.0065
71761,0,0.0213
71762,0,0.0522
71763,0,0.038
71764,0,0.0142
71765,0,0.0037
71766,0,0.0236
71767,0,0.034
71768,0,0.1825
71769,1,0.9714
71770,1,0.9526
71771,0,0.03
71772,1,0.8876
71773,0,0.0069
71774,0,0.0385
71775,0,0.0583
71776,0,0.0133
71777,1,0.9097
71778,0,0.0752
71779,0,0.0116
71780,0,0.0198
71781,0,0.1446
71782,0,0.0529
71783,0,0.0389
71784,0,0.1001
71785,0,0.0366
71786,0,0.0476
71787,0,0.0897
71788,1,0.9578
71789,1,0.9719
71790,0,0.0366
71791,0,0.0118
71792,0,0.0666
71793,0,0.4478
71794,0,0.0839
71795,0,0.0369
71796,0,0.013
71797,1,0.9652
71798,0,0.0213
71799,0,0.0198
71800,0,0.0044
71801,0,0.0151
71802,0,0.0202
71803,0,0.0137
71804,0,0.0244
71805,0,0.1382
71806,0,0.0123
71807,0,0.0145
71808,0,0.3613
71809,1,0.9783
71810,0,0.0271
71811,1,0.9681
71812,0,0.0112
71813,0,0.0059
71814,0,0.253
71815,0,0.0034
71816,0,0.0653
71817,0,0.0614
71818,0,0.051
71819,0,0.0151
71820,0,0.0227
71821,1,0.7457
71822,1,0.9718
71823,0,0.0509
71824,1,0.9774
71825,0,0.0374
71826,0,0.0137
71827,0,0.0082
71828,0,0.0153
71829,0,0.0071
71830,0,0.0035
71831,0,0.0515
71832,0,0.0065
71833,0,0.0071
71834,1,0.9685
71835,0,0.0326
71836,0,0.0471
71837,0,0.0635
71838,0,0.0129
71839,0,0.212
71840,0,0.0497
71841,0,0.033
71842,0,0.0068
71843,0,0.0035
71844,0,0.0059
71845,0,0.0217
71846,0,0.0017
71847,0,0.0581
71848,0,0.0045
71849,0,0.0173
71850,0,0.0282
71851,1,0.693
71852,0,0.0183
71853,0,0.0168
71854,0,0.0076
71855,0,0.0111
71856,0,0.0691
71857,0,0.0403
71858,0,0.0038
71859,0,0.0108
71860,0,0.0131
71861,1,0.9457
71862,0,0.0923
71863,0,0.0107
71864,0,0.0289
71865,0,0.0201
71866,0,0.0026
71867,0,0.0114
71868,0,0.0085
71869,1,0.8358
71870,0,0.0158
71871,1,0.5063
71872,0,0.0897
71873,0,0.002
71874,0,0.0038
71875,0,0.1292
71876,0,0.0168
71877,0,0.1219
71878,0,0.0051
71879,0,0.0192
71880,0,0.0182
71881,0,0.0095
71882,0,0.0647
71883,0,0.0402
71884,1,0.9502
71885,0,0.0076
71886,0,0.0769
71887,1,0.8858
71888,1,0.9832
71889,0,0.0261
71890,0,0.0192
71891,0,0.0067
71892,0,0.0364
71893,0,0.0254
71894,0,0.0247
71895,0,0.0937
71896,1,0.9436
71897,0,0.0348
71898,0,0.0294
71899,1,0.759
71900,0,0.1684
71901,0,0.0153
71902,0,0.0287
71903,0,0.0284
71904,0,0.0109
71905,1,0.9401
71906,0,0.0034
71907,0,0.0542
71908,0,0.0419
71909,0,0.0167
71910,0,0.004
71911,1,0.9558
71912,0,0.0039
71913,0,0.0215
71914,0,0.0091
71915,0,0.007
71916,0,0.036
71917,1,0.9799
71918,0,0.0551
71919,0,0.0045
71920,0,0.0286
71921,0,0.006
71922,1,0.7798
71923,0,0.0027
71924,0,0.378
71925,0,0.0496
71926,0,0.0021
71927,0,0.0088
71928,0,0.0134
71929,0,0.0076
71930,0,0.0099
71931,0,0.0698
71932,0,0.019
71933,0,0.0901
71934,0,0.0041
71935,0,0.0813
71936,0,0.0563
71937,0,0.0762
71938,0,0.0787
71939,0,0.0207
71940,0,0.0165
71941,0,0.046
71942,0,0.0164
71943,0,0.0123
71944,0,0.0082
71945,0,0.0113
71946,0,0.0951
71947,0,0.0316
71948,0,0.0873
71949,0,0.2624
71950,0,0.0874
71951,0,0.039
71952,1,0.9821
71953,0,0.0202
71954,0,0.0514
71955,0,0.0162
71956,0,0.0317
71957,0,0.0086
71958,0,0.0023
71959,0,0.0102
71960,0,0.0021
71961,0,0.0204
71962,1,0.6213
71963,0,0.0789
71964,0,0.0234
71965,0,0.0195
71966,0,0.0125
71967,0,0.1973
71968,0,0.0043
71969,0,0.0022
71970,1,0.9408
71971,0,0.0011
71972,0,0.035
71973,0,0.0594
71974,0,0.0127
71975,0,0.0047
71976,0,0.0212
71977,0,0.0282
71978,0,0.2004
71979,0,0.0044
71980,0,0.0126
71981,0,0.0076
71982,0,0.043
71983,1,0.9906
71984,0,0.0163
71985,0,0.0289
71986,0,0.1051
71987,0,0.0059
71988,1,0.9456
71989,0,0.1204
71990,0,0.0166
71991,0,0.0147
71992,0,0.4477
71993,0,0.0746
71994,1,0.9797
71995,0,0.0079
71996,0,0.0261
71997,1,0.8336
71998,0,0.0059
71999,0,0.0417
72000,1,0.9695
72001,0,0.0453
72002,0,0.0384
72003,1,0.9647
72004,0,0.0133
72005,0,0.0099
72006,0,0.0008
72007,0,0.0155
72008,0,0.0456
72009,0,0.0069
72010,0,0.0794
72011,0,0.0952
72012,0,0.0397
72013,0,0.0273
72014,0,0.0228
72015,0,0.0125
72016,0,0.0206
72017,0,0.0642
72018,0,0.0065
72019,0,0.0257
72020,0,0.113
72021,0,0.0301
72022,0,0.0086
72023,0,0.0162
72024,0,0.0053
72025,0,0.1346
72026,0,0.0144
72027,0,0.0108
72028,0,0.0208
72029,0,0.0587
72030,0,0.0465
72031,0,0.0334
72032,0,0.0177
72033,0,0.0043
72034,0,0.0348
72035,0,0.0385
72036,1,0.964
72037,0,0.026
72038,0,0.0296
72039,0,0.0718
72040,0,0.027
72041,0,0.0098
72042,0,0.0148
72043,0,0.0023
72044,0,0.0068
72045,0,0.0056
72046,1,0.9808
72047,0,0.0885
72048,1,0.5138
72049,0,0.0797
72050,0,0.015
72051,0,0.025
72052,0,0.0068
72053,0,0.0048
72054,0,0.0109
72055,0,0.0527
72056,0,0.0601
72057,0,0.0642
72058,0,0.0026
72059,0,0.115
72060,0,0.0699
72061,0,0.0341
72062,1,0.9854
72063,0,0.0071
72064,0,0.0034
72065,0,0.0109
72066,0,0.0216
72067,0,0.3922
72068,1,0.9792
